City_ID,City,Country,Lat,Lng
85,belushya guba,RU,71.539238,52.332117
86,thompson,CA,55.75,-97.866667
87,saint-francois,GP,16.25,-61.2666667
88,sambava,MG,-14.2666667,50.1666667
89,verkhnyaya inta,RU,66.083333,60.516667
90,massakory,TD,12.9980556,15.7375
91,clyde river,CA,70.45,-68.566667
92,mys shmidta,RU,68.933333,-179.5
93,orlik,RU,52.5178,99.825
94,tabou,CI,4.42295,-7.3528
95,am timan,TD,11.0333333,20.2833333
96,gold coast,AU,-28.00029,153.430878
97,haines junction,CA,60.75,-137.5
98,salinopolis,BR,-0.616667,-47.333333
99,vila franca do campo,PT,37.716667,-25.433333
100,kavaratti,IN,10.566667,72.616667
101,kloulklubed,PW,7.0394444,134.2525
102,albany,AU,-35.003101,117.865952
103,saint george,BM,32.3816667,-64.6780556
104,sinnamary,GF,5.3833333,-52.95
105,hanzhong,CN,33.072778,107.030278
106,shenjiamen,CN,29.957625,122.298017
107,grand river south east,MU,-20.2861111,57.7758333
108,ponta do sol,CV,17.2,-25.1
109,lolua,TV,-5.6666667,176.1333333
110,jamestown,SH,-15.9333333,-5.7166667
111,hay river,CA,60.85,-115.7
112,mahebourg,MU,-20.4080556,57.7
113,rio grande,BR,-32.033333,-52.083333
114,santo domingo,CO,6.471423,-75.16395
115,samusu,WS,-13.9666667,-171.3666667
116,samal,PH,7.074444,125.708333
117,tuktoyaktuk,CA,69.45,-133.066667
118,melo,UY,-32.3666667,-54.1833333
119,soure,BR,-0.733333,-48.516667
120,vanimo,PG,-2.6666667,141.2666667
121,ugoofaaru,MV,5.6666667,73.0
122,lebu,CL,-37.616667,-73.65
123,nikolskoye,RU,47.7624,46.4067
124,ovalle,CL,-30.598333,-71.200278
125,new norfolk,AU,-42.78075,147.059387
126,rio gallegos,AR,-51.622613,-69.218127
127,comodoro rivadavia,AR,-45.864135,-67.496558
128,shingu,JP,33.716667,130.433333
129,hamilton,AU,-37.74334,142.028915
130,abu zabad,SD,12.35,29.25
131,ergani,TR,38.265328,39.762118
132,hushitai,CN,41.932222,123.511389
133,aklavik,CA,68.216667,-135.0
134,saleaula,WS,-13.4333333,-172.3333333
135,east london,ZA,-33.011051,27.910049
136,cap malheureux,MU,-19.9841667,57.6141667
137,yuzhno-kurilsk,RU,44.030556,145.855556
138,luderitz,NA,-26.6480556,15.1594444
139,nieves,MX,24.0,-103.016667
140,herat,AF,34.348167,62.199673
141,pangoa,PE,-12.1166667,-73.0
142,lensk,RU,60.725278,114.927778
143,touros,BR,-5.2,-35.466667
144,bengkulu,ID,-3.8,102.266667
145,barletta,IT,41.316667,16.283333
146,abriaqui,CO,6.631477,-76.064437
147,talcahuano,CL,-36.716667,-73.116667
148,avera,PF,-22.45,-151.35
149,coquimbo,CL,-29.953333,-71.343611
150,makaha,US,21.4694444,-158.2175
151,christchurch,GB,50.733333,-1.766667
152,koeru,EE,58.9630556,26.0308333
153,esqueda,MX,30.716667,-109.583333
154,tautira,PF,-17.7333333,-149.15
155,tual,ID,-5.666667,132.75
156,komsomolskiy,RU,69.166667,172.7
157,alor setar,MY,6.121045,100.360137
158,evensk,RU,61.95,159.233333
159,amderma,RU,69.7576,61.6655
160,juba,SD,4.85,31.6166667
161,campbell river,CA,50.016667,-125.25
162,port alfred,ZA,-33.590572,26.891037
163,port lincoln,AU,-34.72625,135.87442
164,mikuni,JP,36.216667,136.15
165,burnie,AU,-41.05584,145.903748
166,carupano,VE,10.6697222,-63.2491667
167,chumikan,RU,54.718333,135.315
168,khatanga,RU,71.966667,102.5
169,illoqqortoormiut,GL,70.4833333,-21.9666667
170,okhotsk,RU,59.383333,143.3
171,pushkino,AZ,39.458333,48.545
172,tuatapere,NZ,-46.133333,167.683333
173,toliary,MG,-23.35,43.6666667
174,tenenkou,ML,14.4666667,-4.9166667
175,lincoln,AR,-34.866494,-61.530197
176,basco,PH,20.448649,121.970172
177,havoysund,NO,71.000556,24.696111
178,kushima,JP,31.458333,131.233333
179,gangotri,IN,30.983333,78.933333
180,kushmurun,KZ,52.450278,64.631111
181,tiksi,RU,71.687222,128.869444
182,bonthe,SL,7.5263889,-12.505
183,sidrolandia,BR,-20.916667,-54.966667
184,ishigaki,JP,24.344782,124.157167
185,inderborskiy,KZ,48.55,51.783333
186,pevek,RU,69.700833,170.313333
187,akcaabat,TR,41.021205,39.571457
188,yangambi,CD,0.783333,24.466667
189,katsuura,JP,35.133333,140.3
190,sept-iles,CA,50.2,-66.383333
191,seoul,KR,37.5985,126.9783
192,rio bananal,BR,-19.266667,-40.333333
193,taoudenni,ML,22.6666667,-3.9833333
194,kegayli,UZ,42.7766667,59.6077778
195,fairbanks,US,64.8377778,-147.7163889
196,roald,NO,62.583333,6.133333
197,portland,AU,-38.352612,141.605743
198,aswan,EG,24.0875,32.8988889
199,nguiu,AU,-11.75911,130.638153
200,padang,ID,-0.953154,100.367659
201,lorengau,PG,-2.0166667,147.2666667
202,maniitsoq,GL,65.4166667,-52.9
203,tumannyy,RU,68.884722,35.694444
204,kasempa,ZM,-13.45,25.8333333
205,hilo,US,19.7297222,-155.09
206,saskylakh,RU,71.916667,114.083333
207,tevaitoa,PF,-16.7833333,-151.5
208,san patricio,MX,19.216667,-104.7
209,la libertad,EC,-2.2333333,-80.9
210,hami,CN,42.8,93.45
211,aksay,KZ,51.167778,52.995
212,garden city,US,32.1141667,-81.1541667
213,tsiroanomandidy,MG,-18.7666667,46.0333333
214,nanakuli,US,21.3905556,-158.1547222
215,vostok,RU,46.485556,135.883333
216,longyearbyen,SJ,78.2166667,15.6333333
217,tsihombe,MG,-25.3,45.4833333
218,chardara,KZ,41.254722,67.969167
219,port elizabeth,VC,13.0166667,-61.2333333
220,pacifica,US,37.6138889,-122.4858333
221,antofagasta,CL,-23.65,-70.4
222,barentsburg,SJ,78.0666667,14.2333333
223,giovinazzo,IT,41.183333,16.666667
224,narsaq,GL,77.3025,-68.8425
225,castro,BR,-24.783333,-50.0
226,norman wells,CA,65.283333,-126.85
227,nara,ML,15.1666667,-7.2833333
228,nouadhibou,MR,20.9,-17.0666667
229,minas novas,BR,-17.25,-42.6
230,klaksvik,FO,62.2333333,-6.6
231,sevenoaks,GB,51.266667,0.2
232,capinzal,BR,-27.333333,-51.6
233,alindao,CF,5.0333333,21.2166667
234,durban,ZA,-29.857896,31.029198
235,ukiah,US,39.1502778,-123.2066667
236,gibsons,CA,49.4,-123.5
237,hokitika,NZ,-42.716667,170.966667
238,ayacucho,PE,-13.1583333,-74.2238889
239,half moon bay,US,37.4636111,-122.4275
240,santa cruz,BR,-6.216667,-36.016667
241,lamar,US,38.0872222,-102.6202778
242,osmena,PH,12.7315,123.3318
243,mitsamiouli,KM,-11.3847222,43.2844444
244,at-bashi,KG,41.1697222,75.8102778
245,sao filipe,CV,14.9,-24.5166667
246,breytovo,RU,58.299253,37.861717
247,ambon,ID,-3.695426,128.181405
248,stuart,US,27.1972222,-80.2530556
249,malanje,AO,-9.544722,16.345278
250,grand gaube,MU,-20.0063889,57.6608333
251,blind river,CA,46.183333,-82.95
252,san cristobal,CO,9.878093,-75.252482
253,iqaluit,CA,63.733333,-68.5
254,santa eulalia del rio,ES,38.985192,1.535644
255,corrente,BR,-10.436111,-45.131111
256,semnan,IR,35.572914,53.397139
257,great yarmouth,GB,52.633333,1.75
258,hithadhoo,MV,-0.6,73.0833333
259,humaita,BR,-7.516389,-63.022222
260,pilar,BR,-9.6,-35.933333
261,buenaventura,CO,3.880099,-77.031164
262,port macquarie,AU,-31.43084,152.908936
263,fuerte olimpo,PY,-21.033333,-57.9
264,mount gambier,AU,-37.831799,140.77919
265,ibra,OM,22.6902778,58.5469444
266,lac du bonnet,CA,50.266667,-96.05
267,saint-joseph,MQ,14.6666667,-61.0333333
268,beloha,MG,-25.1666667,45.05
269,jak,HU,47.142495,16.581478
270,caravelas,BR,-17.75,-39.25
271,brae,GB,60.383333,-1.35
272,kyrksaeterora,NO,63.283333,9.1
273,santiago del estero,AR,-27.795112,-64.261489
274,talnakh,RU,69.4865,88.3972
275,venice,IT,45.438611,12.326667
276,turukhansk,RU,65.816667,87.983333
277,salinas,BR,-16.166667,-42.283333
278,raudeberg,NO,61.980556,5.133611
279,paulo afonso,BR,-9.35,-38.233333
280,ancud,CL,-41.869722,-73.820278
281,lavrentiya,RU,65.583333,-171.0
282,omboue,GA,-1.5666667,9.25
283,pokrovsk-uralskiy,RU,60.139942,59.823393
284,visnes,NO,59.355556,5.224167
285,anadyr,RU,64.75,177.483333
286,yuzhno-yeniseyskiy,RU,58.795833,94.706389
287,sibolga,ID,1.7427,98.7792
288,khasan,RU,42.422222,130.653056
289,marzuq,LY,25.9044444,13.8972222
290,saint-georges,CA,46.116667,-70.666667
291,tutoia,BR,-2.75,-42.266667
292,tuggurt,DZ,33.1,6.0666667
293,tatui,BR,-23.346655,-47.848368
294,whitehorse,CA,60.716667,-135.05
295,paredon,MX,16.033333,-93.866667
296,high level,CA,58.516667,-117.133333
297,meyungs,PW,7.3519444,134.4544444
298,menongue,AO,-14.661639,17.688224
299,cherskiy,RU,68.75,161.3
300,galle,LK,6.0536111,80.2116667
301,maridi,SD,4.9147222,29.4769444
302,mecca,SA,21.426667,39.826111
303,ceres,BR,-15.283333,-49.583333
304,ivanivka,UA,46.72082,34.552982
305,calabozo,VE,8.9344444,-67.4266667
306,leningradskiy,RU,69.383333,178.416667
307,kupang,ID,-10.166667,123.583333
308,rocha,UY,-34.4833333,-54.3333333
309,tokur,RU,53.133333,132.9
310,saint anthony,CA,51.383333,-55.6
311,avenal,US,36.0041667,-120.1280556
312,yellowknife,CA,62.45,-114.35
313,orimattila,FI,60.8,25.75
314,khandyga,RU,62.666667,135.6
315,vaitupu,WF,-13.2333333,-176.15
316,rungata,KI,-1.35,176.4333333
317,ilulissat,GL,69.2166667,-51.1
318,pisco,PE,-13.7,-76.2166667
319,krasnoselkup,RU,65.7,82.466667
320,the valley,AI,18.2166667,-63.05
321,frankfort,US,41.4958333,-87.8486111
322,ekhabi,RU,53.499722,142.968611
323,glendive,US,47.1052778,-104.7119444
324,santa marta,CO,11.240791,-74.19904
325,dingle,IE,52.1408333,-10.2688889
326,cuamba,MZ,-14.8030556,36.5372222
327,shache,CN,38.416667,77.240556
328,krasnovishersk,RU,60.40783,57.081992
329,pangnirtung,CA,66.133333,-65.75
330,airai,PW,7.3575,134.5577778
331,high rock,BS,26.6208333,-78.2833333
332,belaya gora,RU,68.533333,146.416667
333,varna,BG,43.2166667,27.9166667
334,bowen,AU,-20.01367,148.247543
335,sajanan,TN,37.057222,9.238056
336,lasa,CN,29.65,91.1
337,kalmunai,LK,7.4166667,81.8166667
338,xining,CN,36.616667,101.766667
339,jalu,LY,29.0333333,21.55
340,coolum beach,AU,-26.533331,153.091232
341,berlevag,NO,70.85,29.1
342,dalbandin,PK,28.894702,64.410094
343,ust-nera,RU,64.566667,143.2
344,zhigansk,RU,66.769722,123.371111
345,aripuana,BR,-9.166667,-60.633333
346,bacolod,PH,8.116667,123.916667
347,dawlatabad,AF,36.432589,64.920713
348,bielsk podlaski,PL,52.770017,23.190889
349,manadhoo,MV,5.7666667,73.3833333
350,bara,PH,12.0717,123.6395
351,gubkinskiy,RU,64.455278,76.616944
352,korla,CN,41.759722,86.146944
353,ituni,GY,5.5333333,-58.25
354,akdepe,TM,42.05,59.4
355,fortuna,BR,-5.683333,-44.066667
356,ballina,AU,-28.86414,153.565414
357,la ronge,CA,55.1,-105.3
358,samalaeulu,WS,-13.4666667,-172.2666667
359,togur,RU,58.3631,82.8265
360,te anau,NZ,-45.416667,167.716667
361,saquisili,EC,-0.8333333,-78.6666667
362,campbellton,CA,48.0,-66.666667
363,condado,BR,-7.583333,-35.1
364,sur,LB,33.2711111,35.1963889
365,leshukonskoye,RU,64.898939,45.762196
366,zhezkazgan,KZ,47.783333,67.766667
367,mairana,BO,-18.1166667,-63.9333333
368,sorong,ID,-0.883333,131.25
369,mangaluru,IN,12.863889,74.835278
370,puerto narino,CO,-3.770278,-70.383056
371,kumluca,TR,36.370278,30.286944
372,marcona,PE,-15.2119444,-75.1102778
373,arman,RU,59.7,150.166667
374,gisborne,NZ,-38.653333,178.004167
375,kununurra,AU,-15.77813,128.744141
376,saint marys,CA,43.25,-81.133333
377,jacareacanga,BR,-6.266667,-57.65
378,qaqortoq,GL,60.7166667,-46.0333333
379,constitucion,CL,-35.333333,-72.416667
380,borisoglebskiy,RU,57.2586,39.1508
381,hebertville,CA,48.4,-71.683333
382,saint-augustin,CA,51.233333,-58.65
383,morondava,MG,-20.2833333,44.2833333
384,tilichiki,RU,60.466667,166.1
385,raahe,FI,64.683333,24.483333
386,halifax,CA,44.65,-63.6
387,bethel,US,60.7922222,-161.7558333
388,sorvag,FO,62.0666667,-7.3
389,kodiak,US,57.79,-152.4072222
390,bharatpur,IN,27.216667,77.483333
391,liaocheng,CN,36.443889,115.964722
392,el alto,PE,-4.2641667,-81.2183333
393,bexley,US,39.9688889,-82.9377778
394,georgetown,CA,43.65,-79.933333
395,glubokoe,KZ,50.145556,82.311389
396,provideniya,RU,64.383333,-173.3
397,los llanos de aridane,ES,28.658507,-17.918211
398,boffa,GN,10.1666667,-14.0333333
399,chapais,CA,49.783333,-74.866667
400,yanam,IN,16.733333,82.216667
401,patulele,RO,44.345278,22.772778
402,douglas,GB,55.55,-3.85
403,laguna,BR,-28.483333,-48.783333
404,elk city,US,35.4119444,-99.4038889
405,doka,SD,13.5166667,35.7666667
406,hasaki,JP,35.733333,140.833333
407,samarinda,ID,-0.5,117.15
408,nanortalik,GL,60.1166667,-45.2166667
409,kushiro,JP,42.975,144.374722
410,meybod,IR,32.250137,54.016585
411,nalagarh,IN,31.05,76.716667
412,mugur-aksy,RU,50.35,90.5
413,isiro,CD,2.766667,27.616667
414,stornoway,GB,58.216667,-6.366667
415,lloydminster,CA,53.27,-110.03
416,rolim de moura,BR,-13.083333,-62.266667
417,vardo,NO,70.366667,31.1
418,jaciara,BR,-15.983333,-54.95
419,namtsy,RU,62.716111,129.665833
420,gat,LY,24.9647222,10.1727778
421,kashi,CN,39.454722,75.979722
422,itarema,BR,-2.9,-39.966667
423,buala,SB,-8.1333333,159.5833333
424,carauari,BR,-4.879167,-66.898056
425,smoky lake,CA,54.113056,-112.473611
426,solnechnyy,RU,50.583333,137.033333
427,salalah,OM,17.0175,54.0827778
428,asau,RO,46.433333,26.4
429,daru,PG,-9.0833333,143.2
430,finnsnes,NO,69.233333,17.983333
431,panacan,PH,9.246271,118.408198
432,kaspiyskiy,RU,45.392878,47.370728
433,namatanai,PG,-3.6666667,152.4333333
434,sioux lookout,CA,50.1,-91.916667
435,shumskiy,RU,54.8318,99.1328
436,vilyuysk,RU,63.755278,121.624722
437,rawannawi,KI,2.05,173.2666667
438,bay roberts,CA,47.583333,-53.3
439,naze,JP,28.366667,129.483333
440,isabela,PH,6.7085,121.9711
441,bulgan,MN,48.8105556,103.5316667
442,kavieng,PG,-2.5666667,150.8
443,north myrtle beach,US,33.8158333,-78.6802778
444,eyl,SO,7.9666667,49.8166667
445,kuopio,FI,62.9,27.683333
446,santa isabel do rio negro,BR,-0.4,-65.033333
447,mount isa,AU,-20.725229,139.497269
448,cairns,AU,-16.92304,145.766251
449,bolungarvik,IS,66.15,-23.25
450,mahuva,IN,21.083333,71.8
451,dali,CN,25.7,100.183333
452,coyah,GN,9.7055556,-13.3769444
453,inverell,AU,-29.774031,151.111664
454,puerto santander,CO,8.363611,-72.406295
455,hirara,JP,24.803788,125.302222
456,andrews,US,32.3186111,-102.5452778
457,faanui,PF,-16.4833333,-151.75
458,chihuahua,MX,28.633333,-106.083333
459,altay,CN,47.866667,88.116667
460,barranca,PE,-10.75,-77.7666667
461,muswellbrook,AU,-32.261181,150.890091
462,tocopilla,CL,-22.09198,-70.19792
463,kismayo,SO,-0.3666667,42.5333333
464,rundu,NA,-17.9333333,19.7666667
465,maloshuyka,RU,63.712093,37.449603
466,saint-paul,RE,-21.0,55.2666667
467,olafsvik,IS,64.883333,-23.716667
468,cao bang,VN,22.666667,106.25
469,pulivendla,IN,14.416667,78.233333
470,kruisfontein,ZA,-34.003333,24.731417
471,cedar city,US,37.6775,-113.0611111
472,asyut,EG,27.1827778,31.1827778
473,tidore,ID,0.666667,127.433333
474,krasnozerskoye,RU,53.982774,79.237352
475,ipora,BR,-23.983333,-53.616667
476,egvekinot,RU,66.316667,-179.166667
477,preobrazheniye,RU,42.901944,133.906389
478,moreira sales,BR,-24.016667,-53.05
479,keetmanshoop,NA,-26.5833333,18.1333333
480,chuy,UY,-33.6833333,-53.45
481,yumen,CN,39.833333,97.733333
482,mutsamudu,KM,-12.1627778,44.3963889
483,bubaque,GW,11.2833333,-15.8333333
484,dickinson,US,46.8791667,-102.7891667
485,soe,ID,-9.866667,124.283333
486,victoria,AR,-32.619888,-60.153907
487,nishihara,JP,26.184167,127.755833
488,bargal,SO,11.2833333,51.0833333
489,toulepleu,CI,6.579742,-8.410906
490,marsa matruh,EG,31.35,27.2333333
491,geraldton,AU,-28.778971,114.614594
492,belmonte,BR,-15.85,-38.9
493,yirol,SD,6.5566667,30.5036111
494,sosnovo-ozerskoye,RU,52.5249,111.5418
495,green river,US,41.5286111,-109.4655556
496,mattru,SL,7.2641667,-12.1225
497,turinskaya sloboda,RU,57.6232,64.385754
498,mareeba,AU,-16.995001,145.423233
499,karoi,ZW,-16.8166667,29.6833333
500,honningsvag,NO,70.983333,25.983333
501,moville,IE,55.1833333,-7.05
502,longlac,CA,49.783333,-86.55
503,kochubey,RU,44.386111,46.5825
504,warri,NG,5.516667,5.75
505,beidao,CN,34.568611,105.893333
506,trincomalee,LK,8.5666667,81.2333333
507,marfino,RU,46.40852,48.713981
508,gwadar,PK,25.12163,62.325411
509,aboisso,CI,5.467794,-3.207111
510,mahajanga,MG,-15.7166667,46.3166667
511,baranchinskiy,RU,58.1617,59.6991
512,basoko,CD,1.233333,23.6
513,vredendal,ZA,-31.668329,18.501192
514,necochea,AR,-38.547259,-58.736753
515,otane,NZ,-39.883333,176.633333
516,lahaina,US,20.8783333,-156.6825
517,cartagena,CO,10.399722,-75.514444
518,torit,SD,4.4133333,32.5677778
519,vagur,FO,61.4666667,-6.8166667
520,moroni,KM,-11.7041667,43.2402778
521,nome,US,64.5011111,-165.4063889
522,gambo,CA,48.783333,-54.216667
523,haibowan,CN,39.664722,106.812222
524,masjed-e soleyman,IR,31.9364,49.3039
525,moindou,NC,-21.7,165.6833333
526,dianopolis,BR,-11.700556,-46.743056
527,atotonilco el grande,MX,20.283333,-98.666667
528,byron bay,AU,-28.64201,153.611938
529,kahului,US,20.8947222,-156.47
530,broome,AU,-17.955379,122.23922
531,zhifang,CN,30.35,114.316667
532,denpasar,ID,-8.65,115.216667
533,pisz,PL,53.627444,21.812528
534,ullapool,GB,57.9,-5.166667
535,yorosso,ML,12.3666667,-4.7833333
536,samoded,RU,63.6083,40.5111
537,southampton,CA,44.5,-81.366667
538,maragogi,BR,-9.016667,-35.216667
539,satitoa,WS,-13.9833333,-171.3666667
540,portales,US,34.1861111,-103.3338889
541,richards bay,ZA,-28.775417,32.054005
542,riesa,DE,51.3,13.3
543,borborema,BR,-21.616667,-49.066667
544,nijar,ES,36.966298,-2.204491
545,nizhneyansk,RU,71.433333,136.066667
546,hyeres,FR,43.119539,6.13897
547,maghama,MR,15.5166667,-12.85
548,tahta,EG,26.7680556,31.4938889
549,burshtyn,UA,49.258665,24.627765
550,livingston,GB,55.883333,-3.533333
551,valdosta,US,30.8325,-83.2786111
552,cayenne,GF,4.9333333,-52.3333333
553,zambezi,ZM,-13.55,23.1166667
554,kapuskasing,CA,49.416667,-82.433333
555,batagay-alyta,RU,67.800556,130.411389
556,neryungri,RU,56.6709,124.6491
557,kysyl-syr,RU,63.898611,122.761667
558,mbala,ZM,-8.8333333,31.3833333
559,kajaani,FI,64.233333,27.683333
560,manta,CO,5.008643,-73.54115
561,artyk,RU,64.2,145.1
562,halalo,WF,-13.35,-176.1833333
563,parras,MX,25.416667,-102.183333
564,kichera,RU,55.9375,110.099722
565,banjar,ID,-7.1955,107.4313
566,tahoua,NE,14.8902778,5.2677778
567,namibe,AO,-15.196111,12.152222
568,barabai,ID,-2.583333,115.383333
569,ilo,PE,-17.6394444,-71.3375
570,mayo,CA,63.6,-135.916667
571,amboise,FR,47.412491,0.98266
572,werda,BW,-25.2666667,23.2833333
573,bilma,NE,18.6866667,12.9191667
574,korhogo,CI,9.458031,-5.629608
575,kerema,PG,-7.9666667,145.7666667
576,hit,IQ,33.6366667,42.8225
577,bongandanga,CD,1.5,21.05
578,kaolack,SN,14.15,-16.0666667
579,rudbar,AF,30.15,62.6
580,strelka,RU,45.20633,37.286496
581,avallon,FR,47.49181,3.914723
582,luwingu,ZM,-10.2666667,29.9
583,chifeng,CN,42.268333,118.963611
584,rehoboth,NA,-23.3166667,17.0833333
585,kochi,IN,9.966667,76.233333
586,eidsvag,NO,62.781944,8.071111
587,guaratinga,BR,-16.566667,-39.566667
588,liniere,CA,46.05,-70.516667
589,tezu,IN,27.916667,96.166667
590,magadan,RU,59.566667,150.8
591,ontario,US,34.0633333,-117.65
592,aasiaat,GL,68.7166667,-52.8666667
593,hearst,CA,49.7,-83.666667
594,margate,GB,51.383333,1.416667
595,ongandjera,NA,-17.8833333,15.0666667
596,zabaykalsk,RU,49.633333,117.316667
597,boissevain,CA,49.233333,-100.05
598,mayor pablo lagerenza,PY,-19.916667,-60.783333
599,kamina,CD,-8.738611,24.990556
600,kendari,ID,-3.945,122.498889
601,harper,LR,4.375,-7.7169444
602,blythe,US,33.6102778,-114.5955556
603,tessalit,ML,20.2013889,1.0088889
604,adrar,DZ,27.9,-0.2833333
605,birjand,IR,32.866277,59.221139
606,pecos,US,31.4227778,-103.4927778
607,faya,TD,17.9166667,19.1166667
608,sydney,AU,-33.861481,151.205475
609,casa nova,BR,-9.416667,-41.133333
610,aflu,DZ,34.1088889,2.1019444
611,cherdyn,RU,60.402946,56.478685
612,lima,PE,-12.05,-77.05
613,skeldon,GY,5.8833333,-57.1333333
614,acaponeta,MX,22.496389,-105.359444
615,cah ab,AF,37.397734,69.814644
616,esperance,AU,-33.86013,121.882591
617,nagorsk,RU,59.317222,50.807778
618,kropachevo,RU,55.0112,57.9896
619,punta alta,AR,-38.875875,-62.073589
620,sauk rapids,US,45.5919444,-94.1658333
621,poum,NC,-20.2333333,164.0166667
